Gabarito	Line	SentiWordNet	SenticNet	Emoticons	Panas-t	Sasa	Happiness Index	Sentistrength	Emolex	NRC Emotion	Opnion Lexicon	Emoticon Distant Supervisor	SO-CAL	Pattern.En	Umigon	AFINN	Opnion Finder	Vader	Sentiment 140	Combined Method
-1	Cosan SA INDUSTRIAL, Cosan, Cosan's shares tumble 11% to Editors Suggestions offering eve, Cosan's shares higher sugar mill and Brazil plunged alcohol% in 1123 today the last day for the reservation of the company's securities to be listed on the New York Stock Exchange. Since the company announced in late June a plan to migrate its securities traded on the Bovespa for the American market accumulated depreciation already exceeds 30%. Today the shares were traded at R $ 2530. The plant's plan includes the sale of 100 million shares of its holding company Cosan Limited will be traded in New York or on the Bovespa (through BDRs as Cosan Limited is headquartered Bermuda). While Cosan plans to change their current roles circulating on Bovespa's Novo Mercado for these new shares. It will be up to the investor choose whether to change their roles by BDRs or shares traded in the United States. If the membership exceeds twothirds of shareholders the company must then buy back all their current roles in order to close the capital of the Brazilian subsidiary. The devaluation of recent days indicates that Cosan should raise far less than the nearly $ 2 billion it planned to offer. The money will be used to fund acquisitions and the expansion of production. The decision to move to New York was taken in order to facilitate foreign investment in the company. Residents of other countries have held more than 70% of Cosan's shares just before the company decides to migrate. For the entrepreneur Rubens Ometto not lose control of the company by issuing new shares that will put more than 50% of its capital in the market the company decided that the roles of the driver would give you the right to 10 votes more than the other roles. The market reacted badly to the proposal because the shares were listed on the Novo Mercado  where preferred shares are not traded (nonvoting). Later the company decided to change its proposal and create a new type of action for those who want to stay at least three years with the paper. In this case the investor will also be entitled to ten votes per paper. The change in the proposal came to cheer investors but for a short period of time. Displaying a rapid recovery of Cosan shares back to being one of the most punished in the Bovespa amid the crisis of world markets have contributed to the fall in sugar prices. The product oversupply this year also contributed to reducing investor appetite for shares of Cosan. A third complicating are the holidays in the United States reduce the number of potential investors in the market. 	-1	1	0	0	0	1	0	-1	0	1	1	-1	1	-1	1	1	1	1	-1
1	Cosan SA INDUSTRIAL, Cosan, Cosan's shares rise 177% the biggest increase of the Ibovespa, In days of heavy losses for the local stock market roles of Cosan (CSAN3) were the exception and recorded the highest appreciation among the shares listed on the Index Bovespa (Ibovespa). The company's shares rose 177% (R $ 2,870) reversing some of the losses accumulated in the month. They also had positive performance roles of Açúcar Guarani (ACGU3) with an increase of 046% to R $ 883. Against the roles of São Martinho (SMTO3) fell 089% to R $ 2458. 	1	1	0	0	1	1	0	1	-1	-1	1	1	1	-1	1	-1	1	1	1
1	SAINT MARTIN SA, SAINT MARTIN, In strong bullish St. Martin Cosan and Tereos may rise further, the last Thursday (17) the director general of the National Petroleum Agency (ANP) Magda Chambriard said that the amount of alcohol in Brazilian gasoline will rise from 20% to 25% after the end of the harvest of sugarcane that should take place in April. Even already provided such a move government analysts point out that news will be positive for producers of fuel listed on the stock exchange  Cosan (CSAN3) São Martinho (SMTO3) and Tereos (TERI3). However, this adjustment has been expected for a long time so much so that the roles of sector companies have already presented positive response to these speculations. December forth the shares of Cosan  their only part of the Bovespa index  rose by about 85% while the roles of São Martinho have gone over 20% in the same period while the Tereos won over 11% of value Marketplace. The performance exceeds the benchmark Brazilian stock market in the same period rose just over 7%. Analysts at XP Investimentos understand that the three companies have room to grow if the change is implemented but among them brokerage follows with preference for Cosan  although she point out that the company is not the most benefit from this adjustment. Already the Barclays team says Cosan and São Martinho must be the greatest beneficiaries of this he kept the recommendation overweight (similar purchase) for both companies. One of the major points highlighted by Barclays is the demand for ethanol could reach 3 billion liters in case of increasing the amount in gasoline. Also anhydrous ethanol  used in mixing with gasoline  is more profitable than the price of hydrated alcohol  used directly as fuel  as their prices are not linked directly to the price of gasoline. These factors should boost the profitability of producers because the ethanol is 20% of Ebitda (earnings before interest taxes depreciation and amortization) of St. Martin and 23% of Ebitda Raizen. Joint venture between Cosan and Shell 	1	1	0	1	0	1	0	1	-1	1	1	1	1	-1	1	1	1	1	1
1	BCO SA BRAZIL, BRAZIL, BB rises 5% with Credit Suisse Petrobras rises more than 4% and steel advance, the Bank of Brazil (BBAS3 R $ 3,745  570%) Shares of the Bank of Brazil begin the session with a rise of almost 2% reacting to the Credit Suisse report that raised the recommendation of the roles institution neutral to outperform (performance above average or similar to the purchase). The target price has been revised in nearly 100% from R $ 23 to R $ 44 which represents an upside of 2419% over the last closing of the roles (R $ 3,543). Despite the strong performance in the year we believe that the actions of the Bank of Brazil are still underpriced said Marcelo Telles analyst report. Because of this he estimates that the ratio riskreturn of BB's roles is still enjoyable even with them having gone up about 95% from midMarch to here. 	1	1	0	1	1	1	0	1	-1	1	1	1	1	0	1	0	1	1	1
-1	PETROLEO BRASILEIRO SA PETROBRAS PETROBRAS, Bovespa closes slightly lower after volatile action Petrobras session 2 drops 5%, the São Paulo Stock Exchange closed at slightly lower on Wednesday after a volatile session down by falling Petrobras shares amid moves profittaking before new polls. The recovery of Vale roles supported by better figures on China's service sector helped limit losses. The Ibovespa retreated 010 percent to 61,837 points. The volume of the session amounted to 98 billion reais. Petrobras papers that have been reacting to the electoral scene reached the minimum in the early afternoon with some investors pocketing profits that reached about 20 percent only in August in the case of preferred shares. Neither the figures showing that the state oil production rose in August for the seventh consecutive month were enough to prevent the fall of the stock. The electoral framework the market followed awaiting the release of Ibope and Datafolha survey from Wednesday. The market is particularly attentive to the performance of the candidate Marina Silva (PSB) in the first round compared to President Dilma Rousseff (PT).For the manager in NP Julio Erse Investments yet even that research shows some change in Marina growth trend does not change the market perception that it is real the possibility of PSB's candidate to victory. Hardly surveys should show from now on a reversal scenario with Dilma gaining momentum. The impression is only a very large magnitude event could make it happen he said. In addition to the elections The education sector suffered this trading with profittaking moves after the shares of Kroton accumulate nearly 70 percent gains in the year and the Estácio about 40 percent. The shares of BR Malls led the losses of the index. Bank of America Merrill Lynch report released about real estate that cut the recommendation for various segment of the stock to neutral including the shopping center manager. Against Vale mining company's shares advanced amid China's best data even after iron ore prices for immediate delivery retreated on Wednesday to the lowest level in nearly five years. Also actions in the steel sector as Usiminas benefited from the Chinese numbers. Another important positive balance came from BRF. Newspapers published on Wednesday that the French Lactalis is close to closing the acquisition of the dairy division of the Brazilian company for about 16 billion reais. Cosan's shares Corporate news appreciated after the Senate plenary approve the bill yesterday authorizing the government to raise the mixture of anhydrous ethanol in gasoline. 	1	1	0	1	0	1	0	1	0	1	1	1	1	-1	1	0	1	1	1
1	TELEFONICA SA BRAZIL, BRAZIL PHONE, Telefonica is said 'optimistic' on approval of the purchase of GVT, Telefonica Brazil's president Antonio Carlos Valente said on Tuesday (2) that the company is optimistic about the analysis to be made by the Administrative Council for Economic Defense (Cade) on the purchase of GVT broadband operator belonging to the French Vivendi and operates in Brazil. On Thursday (28) Vivendi announced that it will enter into exclusive negotiations with Telefonica for the sale of GVT. The operator was also held by Telecom Italia parent company of TIM in Brazil. Vivendi will receive 466 billion euros (US $ 614 billion) in Telefonica's money which is an increase in the cash portion of a previous offer presented by the Spanish to face the proposal of Telecom Italia. In addition to the cash portion Telefonica will give Vivendi a 12% stake in the Brazilian company combined of which about one third can be exchanged for a 57% stake in Telecom Italia to Vivendi desired. Competition According to Valente was given within 90 days for the purchase of GVT is completed but Telefonica expects that happen before. After that the transaction will be submitted to regulatory agencies including the National Telecommunications Agency (Anatel) and Cade. The main question is whether these organs will impose some restriction on business due to the concentration in the broadband market with the union between Vivo (controlled by Telefonica) and GVT that can generate competitive imbalance. In Valente evaluation the merger will give the company better able to face the industry leader in the Net outside São Paulo markets where GVT is now more present. In São Paulo where Vivo operates more strongly the president of Telefonica pointed out that GVT arrived recently and has many customers relatively small which should facilitate the approval of the transaction by CADE and by Anatel. This whole thing gives us a certain optimism about the fact that this operation is good because it does not in principle greater competitive character constraints said Valente. 	1	1	0	1	0	1	0	1	-1	1	1	1	1	1	1	0	1	1	1
-1	NATURA COSMETICOS SA, Natura, Natura sees sales recovering in Brazil after weak pace in the second tri, The cosmetics company Natura sees a half second better for its products in Brazil after seeing a significant slowdown in sales in the second quarter when net income retreated more than 25% over the same period last year. We believe we had unusual quarter and that many of these factors will not be repeated, he said the company's Chief Financial Officer Roberto Pedote citing lower number of business days and costs pressured by currency devaluation and low sales volume. In a quarter in which net sales in Brazil's main market increased only 18% over a year before the Natura saw net income back 268% to R $ 1,758 million. The cash generation measured by EBITDA (acronym for earnings before interest taxes depreciation and amortization) in turn reached R $ 3,523 million decrease of 14% over the same quarter last year. The figures were below analyst estimates that projected an average net income of R $ 2,262 million and EBITDA of R $ 4,244 million in Reuters poll. Disclosure net Natura Profit slumps in the second quarter 2014 CREDIT RESTRICTION In a conference call with reporters on Wednesday (23) the executive said the company also saw worsening of defaults in the second quarter and is investing in most collection actions to minimize this impact. We have seen that people are needing to make choices to pay and is even more difficult, said the executive. Faced with a shortterm macroeconomic scenario seen as challenging the Natura will restrict the supply of credit to customers with profile of who is holding more (payment) Pedote said adding that the company is also stepping up collection actions. After price increase in July at 4% adjustment following a 5% practiced in March is expected of a better balance in profitability in the latter half of the year said Natura's chief financial officer. Asked about the previously announced expectation of maintaining the gross margin in 2014 at a similar level to that seen in 2013 the executive said only that Natura expected recovery in the second half to similar levels with the same stage last year. We will not have this so perverse effect of very low growth in Brazil which greatly damaged the dilution of our production costs, he said. Between April and June the consolidated gross margin of the company fell 21 percentage points year on year to 685%. In Brazil only the decline was 29 percentage points to 673%. NEW SHARES In July Natura expanded the operation of your digital Natura platform for the entire state of Sao Paulo. With her consultants develop their own pages and admit payment by credit card. According Pedote this will be the first step towards expansion of the initiative to the rest of the country. He also revealed that the stores in Brazil of ASOP brand purchased by the company in late 2012 have already defined address: both will be installed in the second half in São Paulo and one in Oscar Freire street and another on Sunflower Street in Vila Madalena in Sao Paulo. 	1	1	0	0	0	1	0	-1	-1	-1	1	-1	1	-1	0	1	1	-1	1
1	EMBRAER SA, EMBRAER Embraer reverts injury and has to R $ 3,198 million profit in the 2nd quarter, Embraer had net income attributable to shareholders of R $ 3,198 million in the second quarter reversing loss of R $ 99 million in the same period of 2013. The result of the third largest manufacturer of commercial aircraft in the world also had gains of 236% over the previous quarter. In the first half profit of the company was R $ 5,785 million  a gain of nearly 1000% over R $ 518 million profit in the first half of 2013. Net revenue reached R $ 393 trillion in the second quarter up 21% compared to the same period of 2013. In the first six months of the year net income was R $ 686 billion up 27% over the same six months of last year. From April to June aircraft Embraer delivered 29 commercial aircraft and 29 executive. The firm order backlog ended the quarter at $ 181 billion according to the company. In the first half they were delivered 43 commercial aircraft and 49 executive (39 light jets and 10 large jets) compared to 39 commercial aircraft and 41 executive (31 light jets and 10 large jets) in the same period of 2013. 	1	1	0	0	0	1	0	-1	0	0	1	-1	1	-1	1	0	1	-1	1
1	BCO BRADESCO SA, Bradesco, Itau and Bradesco shoot market value; Vale already..., São Paulo  Itaú Unibanco and Bradesco are the Brazilian companies had the largest market valorirzações this year. According to research from Economatica released on Wednesday banks occupy 9th and 14th place in a ranking that examined companies in Latin America and the United States. From January to April 29 of this year the market value of Itaú went from 642 billion dollars to 796 billion dollars which represents an increase of $ 15 billion. Bradesco already ranged 10 billion dollars from 54 billion dollars to 64 billion dollars in the same period. In the first place ranking is Verizon Comm American company in the telecommunications sector that increased by $ 52 billion in market value. Earlier this year the company was worth 1458 billion dollars and reached 1984 billion dollars. The study also analyzed the companies that lost market value from January to April. Among the Brazilian Vale is negative highlight a decrease of 96 billion dollars in market value. The market value of the company went from 76 billion dollars to 664 billion dollars. With this the company occupies the 10th position in the overall ranking. 	1	1	0	0	0	1	0	-1	0	-1	1	1	1	0	1	-1	1	1	1
1	PETROLEO BRASILEIRO SA PETROBRAS, Petrobras, Petrobras rises over 5% and Bovespa closes up more than 2%, The main index of the Bovespa closed up more than 2% and returned to the highest level since February last year, this Monday (25). The recovery was driven by Petrobras shares, which rose more than 5%. The Brazilian market also followed the movement of trading sessions abroad and was influenced by expectations of more stimulus in Europe and M  A news in the United States. The Ibovespa rose 2.27% to 59,735 points, its highest level since February 1, 2013. The best time of the day, the index renewed the maximum intraday from year to hit 59,742 pontos.O financial volume of trading amounted to R $ 6.16 billion, slightly below the daily average of the month, nearly R $ 7 bilhões.Após two consecutive falls, Petrobras shares were up more than 5%, appearing among the highest increases from the outside Ibovespa.No there was influence of news of mergers and acquisitions in the US and the speech of the President of the European Central Bank (ECB), Mario Draghi, on Friday, which brought expectations of new stimulus measures to the region. Shares of Hi retreated after a reletório contracted by Portugal Telecom  with whom the company is in the process of merging  suggests that shareholders approve the deal with Hi, according to the document which was obtained by Reuters on Friday. JBS had losses after the report '' Carta Capital '' over the weekend afimou that it signed a deal to redzir slice Bertin group in 22% to 10%. According to the magazine, the business is suspected and harms minority. JBS told Reuters he would not comment on the assunto.Em another front, Cargill sued a former employee, accusing him of stealing secret information before working JBS.As rival Vale shares also fell on another day reduction in China's ore prices. 	1	1	0	0	0	1	0	1	0	-1	1	-1	1	-1	1	1	1	-1	1
-1	PETROLEO BRASILEIRO SA PETROBRAS PETROBRAS, Greater financial debts are Petrobras and Vale, Economatica says The debt of public companies (companies formed for shares that are traded on financial markets) exceeded the barrier of R $ 1 trillion for the second consecutive quarter, according to data released on Thursday (21) by Economatica. Petrobras is the company with the highest debt of R $ 307.7 billion. The second greatest debt is to the Valley, with R $ 65 7 billion (see the result of more companies below). In the first quarter 2014, total debt of public companies in Brazil amounted to R $ 1.046 trillion. In the second quarter, the value increased to R $ 1.064 trilhão.O sector oil and gas concentrates 30.08% of the total amount, R $ 320.13 billion in six companies debts. The second sector with the highest proportion of debt is the energy with 56 companies should in total £ 171, 04 billion. 16.07% of the total Third on the list is the food and beverage industry, with R $ 77.73 billion in debt of 17 companies, representing 7.32% of the total. Companies Together, the ten largest debt among the 349 companies evaluated by Economatica represent more than half of the total, with 55.4%. Together, the ten companies are R $ 589,590 billion. After Petrobras and Vale, the company with more debt is the Hi, with R $ 52.945 billion (4.97% of total). Next comes Eletrobras, with R $ 35.081 billion (3.3% of total debt). 	1	-1	-1	1	0	-1	0	-1	0	-1	1	1	1	1	-1	-1	-1	1	-1
1	PETROLEO BRASILEIRO SA PETROBRAS PETROBRAS, Production of oil and natural gas hits record, says ANP, The National Petroleum Agency (ANP) said on Tuesday (2) that the total production of oil and natural gas in Brazil July reached 2.82 million of barrels of oil equivalent (BOE) per day, 2.267 million barrels of oil and 87.9 million cubic meters of natural gas. According to the ANP, the volume is the highest ever record, surpassing the previous month, when the production of oil and natural gas totaled 2.79 million barrels of oil equivalent per day. Also according to the ANP Production Report, the result was driven by oil production, which also surpassed the mark achieved in the previous month, to 2.246 million barrels per dia.Em compared to June 2014, the increase in oil production was 1%. Since compared to July 2013, there was increase of 14.8%. Already the natural gas production in July 2014 exceeded by 1.5% the previous month, 86.6 million cubic meters per day, and 12% to July 2013.Em around 90.7% of oil and natural gas production came from fields operated by Petrobras. Approximately 92.5% of oil production and 73.5% of natural gas production in Brazil were extracted from offshore fields. As occurred in June, the Roncador field in the Campos Basin, was the largest oil production, averaging 273,100 barrels per day. The largest natural gas producer was the Mexilhão field in the Santos basin, with a daily average of 6.8 million cubic meters. Presalt According to the ANP, production in presalt decreased 0.1% in July from the previous month, totaling 582,800 barrels of oil equivalent per day, 480,800 barrels of oil and 16.2 million cubic meters of natural gas per day. The production originated from 34 wells located in the fields of Blue Whale, Franca Whale, Humpback, Barracuda, Caratinga, Buzios, Sole, Squid, Marlim Leste, Pampo, Sapinhoá, Trail and in the areas of Iara and Surrounding of Iara.  	-1	1	0	0	0	1	0	1	0	1	1	1	-1	0	1	1	1	1	-1
1	PETROLEO BRASILEIRO SA PETROBRAS PETROBRAS, Bovespa operates on a high with Bank of Brazil and Petrobras, The Stock Exchange of São Paulo (Bovespa) operates higher on Wednesday (13), gains in shares of the Bank of Brazil and Petrobras. At 10h27, the Ibovespa, the main indicator of the São Paulo Stock Exchange, rose 0.28% to 56,600 points. The actions of the Bank of Brazil led the high between the actions of the Ibovespa, with a gain of 1.67%. As for the papers Petrobras, which weigh heavily on the indicator, rose about 0.6%. On Tuesday, the Bovespa closed down 0.3% at 56,442 points after strong sway over the trading floor. 	1	1	0	1	1	1	0	-1	-1	1	1	1	1	0	1	0	1	1	1
1	PETROLEO BRASILEIRO SA PETROBRAS, Petrobras, Petrobras will pay $ 434 million to the Bolivian YPFB in reckoning, The Bolivian state oil company YPFB (YPFB) will receive $ 434 million from Petrobras, in a showdown between the two State to resolve differences over the Bolivian natural gas import contract for the Brazilian market. Petrobras said the reckoning,  with payments and compensation for either party , will have a negative impact of about $ 268 million in its results for the third quarter, but a positive effect of $ 128 million in income for the year. According to the Brazilian state, it was also closed an agreement that guarantees the supply of natural gas to enable the thermal operation of Cuiabá until December 2016. Currently, YPFB sends 2.24 million cubic meters  day to Cuiaba, based on a contract that expires on August 31. According to the Bolivian state information agency, the president of Bolivia, Evo Morales, said after the closure of three new agreements, the short and medium term task is the beginning of negotiations to update the purchase and sale of natural gas, which sets the maximum shipping 30.08 million cubic meters of gas per day to Brazil until 2019. The contract signing was held in the city of Santa Cruz by YPFB President Carlos Villegas, and the director of Gas and Energy of Petrobras, José Alcides Santoro. Brazil is the biggest buyer of Bolivian natural gas and in the past has generated strong disputes during negotiations for the purchase and sale of oil contracts. Another agreement signed Monday sets a new delivery point of Bolivian natural gas and reducing its calorific value to expand the delivery options and investment for the liquefied gas extraction. 	-1	1	-1	1	0	1	0	1	0	0	1	1	1	0	1	1	1	-1	-1
-1	BCO SA BRAZIL, BRAZIL, ATMs are broken into at Our Lady of Lourdes, Another case of break the ATMs was recorded in the state early on Wednesday (27). The target was a branch of the Bank of Brazil in the city of Our Lady of Lourdes in the state of Hinterland. According to the delegate Jonathan Evangelista, five armed men broke into the agency about Das 2h. They used explosives and destroyed two boxes. The amount taken was not informed. This is the 14th case to break the bank branch registered in 2014 in Sergipe. 	1	1	0	0	0	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	-1
-1	BCO SA BRAZIL, BRAZIL, Six people are arrested redhanded in bank robbery in Jaboatão, PE, A Brazil's Bank branch was robbed on Monday (1st), according to the military police. The unit is located on Highway Battle, the Prazeres district of Jaboatão dos Guararapes, metropolitan area of ​​Recife. Six people were arrested suspected of participating in the action. At the time of the assault, a police car was passing through the street. Six people were arrested in the act and a pouch was recovered. Three weapons were seized, as well as a car that was used by the group. Two men suspected of involvement in the crime managed to escape on a motorbike. The six arrested were referred to the Department of Suppression of Crimes Equity (DEPATRI)., the Drowned neighborhood, south of Recife Zone The press office of the Bank of Brazil in Pernambuco said it was not authorized to give information about the case. 	-1	1	0	0	1	1	-1	-1	-1	0	1	-1	-1	-1	-1	0	-1	-1	-1
-1	BCO SA BRAZIL, BRAZIL, Safe Brazil's Bank branch is broken open with torch in Mairi, A Bank of Brazil branch located in the municipality of Mairi, at 298 kilometers from Salvador, was invadidada by robbers in the early hours of Tuesday ( 26). According to the local police station officials, the incident occurred at around 0h15, and the action of criminals was not seen in the early morning after the arrival of employees. According to police, which still has information on the amount of people involved in the crime, the robbers entered the bank unit after they destroyed the windows of a window which is the agency's funds. Within the unit, the police reported that the burglars managed to break into the safe with a blowtorch. No information about amount taken by the suspects. Initial reports indicate that the assailants managed to turn off the alarm system of the external area, as well as security cameras. According to police, witnesses said they saw three suspicious cars circulating in some area before the crime. No one was arrested until the early evening of Tuesday (26). 	-1	1	0	0	0	1	0	-1	-1	-1	1	-1	1	-1	-1	0	-1	-1	-1
1	BCO SA BRAZIL, BRAZIL, the Bank of Brazil is R $ 2.829 billion profit in Q2, The Bank of Brazil said on Thursday it had net income of R $ 2.829 billion reais in the second quarter, compared to BRL 7.472 billion a year earlier. The decline was 62.1%. In the first half of this year, the institution recorded net income of R $ 5.506 billion, after reaching R $ 10 billion in the same period last year.  The result obtained in the first half was mainly driven by business expansion. The assets (assets) Total Bank of Brazil reached R $ 1.4 trillion in June, an increase of 15.3% in 12 months. The commercial captures Bank Brazil reached R $ 618.9 billion in June, up 14.2% in 12 months. The expanded credit portfolio of the Bank of Brazil reached R $ 718.8 billion in June, up 12.5% ​​in 12 months. The classified loan portfolio reached R $ 649.6 billion in June, a 12.9% increase in the same comparison. The individual expanded credit portfolio ended June at $ 173 billion, a 7.2% increase over the same month last year, accounting for 24.1% of the total portfolio,  especially the mortgage. On July 31, Bradesco opened the season of balance sheets of financial institutions and said it recorded net income of R $ 3.778 billion in the second quarter of 2014. The result is 9.7% higher than in the first three months of the year and 28.1% higher compared to the second quarter of 2013. Bradesco's profit is the largest in the history of the bank, for the second quarter, according to a survey of Economatica. On the same day, Santander Brazil announced that it had net income of R $ 527.5 million in the second quarter. In the first three months of the year, the value was R $ 518.4 million. As a result, Itaú Unibanco announced it had net income of R $ 9.318 billion in the first half of 2014, up from R $ 7.055 billion recorded in the second half of last year. According to Economatica, Itaú profit in the first six months of this year is the largest in the history of the bank considering that period. The leader among the banks is the Bank of Brazil, in the first half of 2013 reached R $ 10 billion profit. In the second quarter, the profit of the institution reached R $ 4.899 billion, up from R $ 4.419 billion recorded in the first three months of the year. 	1	1	0	0	0	1	0	1	0	-1	1	1	1	1	1	1	1	-1	1
-1	BCO SA BRAZIL, BRAZIL, Brazil STJ sends the Bank paying customers for the Summer Plan losses, The Second Section of the Superior Court of Justice (STJ) decided on Wednesday (13) that the Bank of Brazil must pay all the customer the country the difference related to the loss generated in savings accounts because of the Summer Plan in January 1989. In a statement, the bank said the decision has no immediate effect and will appeal the decision. The Court analyzed the bank's appeal on court ruling dating back to 2009, when the 12th Civil Court of Brasília was judged public civil action filed by the Brazilian Institute of Consumer Defense (Idec). That year, the Court had already condemned the bank to pay the socalled  inflation effects  which occur when inflation rates are not applied in savings and generate loss in the income deposited. The Bank of Brazil appealed to the court claiming that the sentence should be valid only for open savings accounts in the Federal District and only savers associated with Idec, plaintiff would have standing to seek the judgment. In the rapporteur's view feature in the STJ, Minister Luis Felipe Solomon, the former trial had decided that the decision should include all savers who kept account in the Bank of Brazil in January 1989, and not just those residing in the Federal District and were linked to Idec. The vote of the rapporteur was followed by other minitros. The press office of the Bank of Brazil said through a statement that the institution will file the appropriate appeals against the decision after the publication of the judgment.  The decision [...] shall not take immediate effect, it must await the publication of the judgment, on which the BB interpose the appropriate resources for the final pronouncement of the Supreme Court , the statement said. The Supreme Court did not say the amount the bank will have to pay if the determination of Justice is again confirmed. Created in an attempt to contain hyperinflation, the Summer Plan, as well as others created in the early 1990s, they changed the calculation of the indexation of savings balances. Almost 400,000 cases on economic plans are to conduct suspended in various courts since 2010, awaiting a Supreme Court decision. Plaintiffs argue that suffered losses and want to receive the corrected values ​​based on inflation. The Supreme Court judgment of Wednesday in Superior Court is different from the judgment of the Supreme Court (STF), in which the Supreme Court will determine the validity of economic plans and the restatement of the books values ​​occurred within the law. The trial would be held in late March, but was postponed and there is no new date. If the court finds that the percentage used by the plans was correct, many savers will not be entitled to anything. In that case, the Supreme Court can evaluate what to do with those who have received money from the banks by decision of other courts. Should the Supreme consider the irregular used index should stipulate how the payment of the correction of savings balances will be done. 	1	1	0	0	0	1	0	1	-1	1	1	-1	1	-1	-1	-1	1	-1	1
-1	HI SA, HI, Hi could lose investment grade by S  P after merger, Standard  Poor's put the credit note 'BBB' global scale Hi on negative watch after the merger announcement with Portugal Telecom. In practice , this means that the note is under review for a possible downgrade. If the cut in the rating is confirmed, the Hi lose the degree of 'investment' assigned by credit rating agency and would be considered as speculative level? o which may imply higher interest rates on debt issues. 'Based on preliminary assessments, the two combined companies should take longer to show stronger credit protection measures than we expected with a stable outlook for Hi', the analysts said S  P. in a statement, 	-1	-1	0	1	0	-1	0	-1	0	-1	1	1	-1	0	-1	1	-1	1	-1
-1	SA HI, HI, Hi is fined US $ 3.5 million for monitoring clients on the Internet, The Hi was fined by the Justice Department for $ 3.5 million for breaking consumer protection rules when monitoring customer behavior on the internet and sell this information to advertisers, advertising agencies and web portals. The decision was published on Wednesday (23) in the Official Gazette.The operator conduct of investigations were made by the Department of Protection and Consumer Protection (DPDC) National Consumer Bureau, under the MJ. The folder found that the Velox, broadband service Hi, violated the rights of information and consumer privacy, in addition to misleading advertising. The calculation began after DPDC have been was informed that Hi has partnered with Phorm, which created the Navigator software. The program is used to trace the steps of the consumer on the internet. The Hi states that do not use the tool since March 2013, when finished product testing together  to a client group guests. The company states still have  belief that there was no violation of consumer rights  and must resort. The DPDC informs that customer data are used to compose a detailed profile of each customer. These dossiers are sold to other companies who want to send ads to those people based on how they act on the network. According to the DPDC, the company did not inform the tool did this mapping, the consequences for the privacy of its customers and sell information of its customers to third parties without authorization. According to MJ, the company also violated the principles of the Internet Steering Committee in Brazil (CGI.br) of net neutrality (nondiscrimination package on the internet) and the standardization and interoperability. This is because the Navigator software redirects network traffic, and filter user data. To reach the amount of R $ 3.5 million to TNL PCS S  A (Hi), the DPDC considered the financial advantage gained from the violation of consumers, the company's size and the level of misconduct. The fine amount shall be deposited in the Diffuse Rights Defense Fund (FDD), which reverses its actions resources for consumer protection and environmental protection and public property. eja full note of Hi The company informs that does not use the Phorm tool, questioned in that process, and explains that since March 2013 have been closed all the operational initiatives of this tool by the Hi, which had its use restricted to a group of invited customers to test the product. The company adds that Phorm ended its activities in Brazil, as published in its annual report 2013. Hi reaffirms its conviction that there was no breach of consumer law and despite having not yet had access to the reasons for the decision , believes that it has strong elements to appeal. 	1	1	0	1	0	1	0	0	-1	1	1	-1	1	0	1	1	-1	-1	1
1	SA HI, HI, bank Group will offer new Hi shares with purchase guarantee, A group of banks, led by BTG, will make a new offer phone carrier's shares Hi with purchase guarantee. The news about the Business was published by the newspaper  Folha de S. Paulo  and confimada the press office of Itaú BBA, which is part of the group, on Friday (7). It was confirmed the total amount of the issue or the participation of each participating bank consortium. According to Itaú, the new offering will be taken to the market by banks seeking overseas buyers. The deal aims to raise funds for the company, which must reduce the proportion of net debt in relation the EBITDA profit (before interest, taxes, depreciation and amortization). The business model provides that if the banks do not find buyers for the tendered shares, will buy the papers that have not been sold. The banks that will sell and eventually buy the newly issued shares of Hi, it will be led by BTG Pactual, which have the largest shares of stock with a group of banks. Itaú will get smaller quotas, along with another group of banks. Merger with Portugal Telecom Hi signed the merger agreement with Portugal Telecom in October last year, a deal that will create a multinational operator with operations involving a population of 260 million people and more than 100 million customers.The agreement happened shortly after the Hi have made large cut in its dividend policy, pressed for a net debt of almost US $ 30 billion and need to accelerate investments in the country, according to Reuters. At the time of the merger, the companies said trademarks of operations of Hi and Portugal Telecom would be maintained in their respective regions of operation to  control and single, common management by Corpco. BTG Pactual said it will not comment on the information. 	1	1	0	0	0	1	0	1	0	-1	1	1	1	1	1	1	1	1	1
