Sub_Setor,Tecnico,Fundamentalista,tau,p-valor
Material de Transporte,negocios,mePol,-0.547505070457,0.0
Material de Transporte,negocios,dpPol,-0.935402484409,0.0
Material de Transporte,negocios,vPol,-0.935253083854,0.0
Material de Transporte,negocios,sPol,-0.653141314718,0.0
Material de Transporte,quantidade_papeis,qt,-0.710751507407,0.0
Material de Transporte,quantidade_papeis,mQtCom,-0.254039566775,0.0
Material de Transporte,quantidade_papeis,meQtCom,-0.194138565628,0.0
Material de Transporte,quantidade_papeis,dpQtCom,-0.754241095363,0.0
Material de Transporte,quantidade_papeis,vQtCom,-0.754241091867,0.0
Material de Transporte,quantidade_papeis,sQtCom,-0.254063141131,0.0
Material de Transporte,quantidade_papeis,mQtTw,-0.420044312654,0.0
Material de Transporte,quantidade_papeis,meQtTw,-0.236598023797,0.0
Material de Transporte,quantidade_papeis,dpQtTw,-0.824159185698,0.0
Material de Transporte,quantidade_papeis,vQtTw,-0.824161788679,0.0
Material de Transporte,quantidade_papeis,sQtTw,-0.420744472638,0.0
Material de Transporte,quantidade_papeis,mQtFb,-0.386615468033,0.0
Material de Transporte,quantidade_papeis,meQtFb,-0.22037249828,0.0
Material de Transporte,quantidade_papeis,dpQtFb,-0.811880330807,0.0
Material de Transporte,quantidade_papeis,vQtFb,-0.81188032116,0.0
Material de Transporte,quantidade_papeis,sQtFb,-0.387254133348,0.0
Material de Transporte,quantidade_papeis,mQtLk,-0.270131407858,0.0
Material de Transporte,quantidade_papeis,meQtLk,-0.193512359197,0.0
Material de Transporte,quantidade_papeis,dpQtLk,-0.764996754586,0.0
Material de Transporte,quantidade_papeis,vQtLk,-0.764996745647,0.0
Material de Transporte,quantidade_papeis,sQtLk,-0.270106368532,0.0
Material de Transporte,quantidade_papeis,mQtGp,-0.195535528895,0.0
Material de Transporte,quantidade_papeis,meQtGp,-0.190768304179,0.0
Material de Transporte,quantidade_papeis,dpQtGp,-0.735104902078,0.0
Material de Transporte,quantidade_papeis,vQtGp,-0.735104902509,0.0
Material de Transporte,quantidade_papeis,sQtGp,-0.195524021378,0.0
Material de Transporte,quantidade_papeis,mPol,-0.793218999438,0.0
Material de Transporte,quantidade_papeis,mePol,-0.76804838371,0.0
Material de Transporte,quantidade_papeis,dpPol,-0.899261999435,0.0
Material de Transporte,quantidade_papeis,vPol,-0.899264092967,0.0
Material de Transporte,quantidade_papeis,sPol,-0.771695020467,0.0
Material de Transporte,volume_financeiro,qt,-0.701583205708,0.0
Material de Transporte,volume_financeiro,mQtCom,-0.570004617519,0.0
Material de Transporte,volume_financeiro,meQtCom,-0.520295585409,0.0
Material de Transporte,volume_financeiro,dpQtCom,-0.903694528622,0.0
Material de Transporte,volume_financeiro,vQtCom,-0.903694527063,0.0
Material de Transporte,volume_financeiro,sQtCom,-0.569719491832,0.0
Material de Transporte,volume_financeiro,mQtTw,-0.650202894869,0.0
Material de Transporte,volume_financeiro,meQtTw,-0.555080059228,0.0
Material de Transporte,volume_financeiro,dpQtTw,-0.942455510466,0.0
Material de Transporte,volume_financeiro,vQtTw,-0.942455542409,0.0
Material de Transporte,volume_financeiro,sQtTw,-0.64458968832,0.0
Material de Transporte,volume_financeiro,mQtFb,-0.643215819426,0.0
Material de Transporte,volume_financeiro,meQtFb,-0.54516490682,0.0
Material de Transporte,volume_financeiro,dpQtFb,-0.936912187379,0.0
Material de Transporte,volume_financeiro,vQtFb,-0.936928738535,0.0
Material de Transporte,volume_financeiro,sQtFb,-0.637753769708,0.0
Material de Transporte,volume_financeiro,mQtLk,-0.576457166697,0.0
Material de Transporte,volume_financeiro,meQtLk,-0.518795437254,0.0
Material de Transporte,volume_financeiro,dpQtLk,-0.911292266811,0.0
Material de Transporte,volume_financeiro,vQtLk,-0.911292534583,0.0
Material de Transporte,volume_financeiro,sQtLk,-0.576139063264,0.0
Material de Transporte,volume_financeiro,mQtGp,-0.518848778179,0.0
Material de Transporte,volume_financeiro,meQtGp,-0.511299900332,0.0
Material de Transporte,volume_financeiro,dpQtGp,-0.881826219224,0.0
Material de Transporte,volume_financeiro,vQtGp,-0.881826217435,0.0
Material de Transporte,volume_financeiro,sQtGp,-0.518815176604,0.0
Material de Transporte,volume_financeiro,mPol,-0.790663202562,0.0
Material de Transporte,volume_financeiro,mePol,-0.622571660376,0.0
Material de Transporte,volume_financeiro,dpPol,-0.947534614714,0.0
Material de Transporte,volume_financeiro,vPol,-0.947218394711,0.0
Material de Transporte,volume_financeiro,sPol,-0.719058020783,0.0
Mineracao,media,qt,-0.689760595758,0.0
Mineracao,media,mQtCom,-0.436886958549,0.0
Mineracao,media,meQtCom,-0.404073224092,0.0
Mineracao,media,dpQtCom,-0.747284561757,0.0
Mineracao,media,vQtCom,-0.747284559228,0.0
Mineracao,media,sQtCom,-0.436750766571,0.0
Mineracao,media,mQtTw,-0.638464646643,0.0
Mineracao,media,meQtTw,-0.550787172273,0.0
Mineracao,media,dpQtTw,-0.843275914318,0.0
Mineracao,media,vQtTw,-0.84327856681,0.0
Mineracao,media,sQtTw,-0.637741233316,0.0
Mineracao,media,mQtFb,-0.647946308875,0.0
Mineracao,media,meQtFb,-0.538261389982,0.0
Mineracao,media,dpQtFb,-0.841615101623,0.0
Mineracao,media,vQtFb,-0.841638899268,0.0
Mineracao,media,sQtFb,-0.643870030319,0.0
Mineracao,media,mQtLk,-0.496527877768,0.0
Mineracao,media,meQtLk,-0.425849362482,0.0
Mineracao,media,dpQtLk,-0.769547381992,0.0
Mineracao,media,vQtLk,-0.769547377526,0.0
Mineracao,media,sQtLk,-0.496312013745,0.0
Mineracao,media,mQtGp,-0.410905813753,0.0
Mineracao,media,meQtGp,-0.400408848592,0.0
Mineracao,media,dpQtGp,-0.723675649329,0.0
Mineracao,media,vQtGp,-0.72367564977,0.0
Mineracao,media,sQtGp,-0.410905620459,0.0
Mineracao,media,mPol,-0.748280143887,0.0
Mineracao,media,mePol,-0.683251645885,0.0
Mineracao,media,dpPol,-0.874505814455,0.0
Mineracao,media,vPol,-0.87452449048,0.0
Mineracao,media,sPol,-0.728417571458,0.0
Mineracao,negocios,qt,-0.671818172501,0.0
Mineracao,negocios,mQtCom,-0.321986897179,0.0
Mineracao,negocios,meQtCom,-0.274020602613,0.0
Mineracao,negocios,dpQtCom,-0.822956466701,0.0
Mineracao,negocios,vQtCom,-0.822956465108,0.0
Mineracao,negocios,sQtCom,-0.321991191662,0.0
Mineracao,negocios,mQtTw,-0.475357116273,0.0
Mineracao,negocios,meQtTw,-0.316817177729,0.0
Mineracao,negocios,dpQtTw,-0.876960349598,0.0
Mineracao,negocios,vQtTw,-0.876979113155,0.0
Mineracao,negocios,sQtTw,-0.474632684985,0.0
Mineracao,negocios,mQtFb,-0.442941653271,0.0
Mineracao,negocios,meQtFb,-0.303987197389,0.0
Mineracao,negocios,dpQtFb,-0.866355692386,0.0
Mineracao,negocios,vQtFb,-0.866357480335,0.0
Mineracao,negocios,sQtFb,-0.441517553956,0.0
Mineracao,negocios,mQtLk,-0.337101277005,0.0
Mineracao,negocios,meQtLk,-0.26867376021,0.0
Mineracao,negocios,dpQtLk,-0.829594798795,0.0
Mineracao,negocios,vQtLk,-0.829594788824,0.0
Mineracao,negocios,sQtLk,-0.336962384931,0.0
Mineracao,negocios,mQtGp,-0.271740440254,0.0
Mineracao,negocios,meQtGp,-0.268348999351,0.0
Mineracao,negocios,dpQtGp,-0.807158447069,0.0
Mineracao,negocios,vQtGp,-0.807158448737,0.0
Mineracao,negocios,sQtGp,-0.271738710264,0.0
Mineracao,negocios,mPol,-0.741639987092,0.0
Mineracao,negocios,mePol,-0.692732851561,0.0
Mineracao,negocios,dpPol,-0.91949082135,0.0
Mineracao,negocios,vPol,-0.919492998792,0.0
Mineracao,negocios,sPol,-0.716666580545,0.0
Mineracao,quantidade_papeis,qt,-0.725387218563,0.0
Mineracao,quantidade_papeis,mQtCom,-0.409151413267,0.0
Mineracao,quantidade_papeis,meQtCom,-0.345116594868,0.0
Mineracao,quantidade_papeis,dpQtCom,-0.81944813753,0.0
Mineracao,quantidade_papeis,vQtCom,-0.819448138182,0.0
Mineracao,quantidade_papeis,sQtCom,-0.409083780241,0.0
Mineracao,quantidade_papeis,mQtTw,-0.593084765029,0.0
Mineracao,quantidade_papeis,meQtTw,-0.444968155137,0.0
Mineracao,quantidade_papeis,dpQtTw,-0.894603774185,0.0
Mineracao,quantidade_papeis,vQtTw,-0.894603771373,0.0
Mineracao,quantidade_papeis,sQtTw,-0.593067566927,0.0
Mineracao,quantidade_papeis,mQtFb,-0.566883919406,0.0
Mineracao,quantidade_papeis,meQtFb,-0.425971264576,0.0
Mineracao,quantidade_papeis,dpQtFb,-0.885378936054,0.0
Mineracao,quantidade_papeis,vQtFb,-0.885378257203,0.0
Mineracao,quantidade_papeis,sQtFb,-0.565852949154,0.0
Mineracao,quantidade_papeis,mQtLk,-0.444233401679,0.0
Mineracao,quantidade_papeis,meQtLk,-0.351858762067,0.0
Mineracao,quantidade_papeis,dpQtLk,-0.833027172342,0.0
Mineracao,quantidade_papeis,vQtLk,-0.833027167099,0.0
Mineracao,quantidade_papeis,sQtLk,-0.4437129305,0.0
Mineracao,quantidade_papeis,mQtGp,-0.339234541287,0.0
Mineracao,quantidade_papeis,meQtGp,-0.329044065871,0.0
Mineracao,quantidade_papeis,dpQtGp,-0.789540560051,0.0
Mineracao,quantidade_papeis,vQtGp,-0.789540559348,0.0
Mineracao,quantidade_papeis,sQtGp,-0.339195297063,0.0
Mineracao,quantidade_papeis,mPol,-0.736038700723,0.0
Mineracao,quantidade_papeis,mePol,-0.694766756744,0.0
Mineracao,quantidade_papeis,dpPol,-0.929595906597,0.0
Mineracao,quantidade_papeis,vPol,-0.92962804314,0.0
Mineracao,quantidade_papeis,sPol,-0.710457709507,0.0
Mineracao,volume_financeiro,qt,-0.684615995221,0.0
Mineracao,volume_financeiro,mQtCom,-0.48002168131,0.0
Mineracao,volume_financeiro,meQtCom,-0.433193324359,0.0
Mineracao,volume_financeiro,dpQtCom,-0.915613255721,0.0
Mineracao,volume_financeiro,vQtCom,-0.915613268695,0.0
Mineracao,volume_financeiro,sQtCom,-0.479183422201,0.0
Mineracao,volume_financeiro,mQtTw,-0.59395697263,0.0
Mineracao,volume_financeiro,meQtTw,-0.530090160068,0.0
Mineracao,volume_financeiro,dpQtTw,-0.96213984454,0.0
Mineracao,volume_financeiro,vQtTw,-0.962139837975,0.0
Mineracao,volume_financeiro,sQtTw,-0.597739443169,0.0
Mineracao,volume_financeiro,mQtFb,-0.605137863156,0.0
Mineracao,volume_financeiro,meQtFb,-0.526173813053,0.0
Mineracao,volume_financeiro,dpQtFb,-0.956796948868,0.0
Mineracao,volume_financeiro,vQtFb,-0.956798656474,0.0
Mineracao,volume_financeiro,sQtFb,-0.616641410723,0.0
Mineracao,volume_financeiro,mQtLk,-0.519270187504,0.0
Mineracao,volume_financeiro,meQtLk,-0.44909651991,0.0
Mineracao,volume_financeiro,dpQtLk,-0.926887986438,0.0
Mineracao,volume_financeiro,vQtLk,-0.926888077123,0.0
Mineracao,volume_financeiro,sQtLk,-0.516795867749,0.0
Mineracao,volume_financeiro,mQtGp,-0.43110942826,0.0
Mineracao,volume_financeiro,meQtGp,-0.420480407718,0.0
Mineracao,volume_financeiro,dpQtGp,-0.90005785644,0.0
Mineracao,volume_financeiro,vQtGp,-0.900057852308,0.0
Mineracao,volume_financeiro,sQtGp,-0.431135964523,0.0
Mineracao,volume_financeiro,mPol,-0.581904949215,0.0
Mineracao,volume_financeiro,mePol,-0.464883258856,0.0
Mineracao,volume_financeiro,dpPol,-0.960998364628,0.0
Mineracao,volume_financeiro,vPol,-0.961047519939,0.0
Mineracao,volume_financeiro,sPol,-0.615720430657,0.0
Petroleo. Gas e Biocombustiveis,media,qt,-0.513844384952,0.0
Petroleo. Gas e Biocombustiveis,media,mQtCom,-0.171171881699,0.0
Petroleo. Gas e Biocombustiveis,media,meQtCom,-0.0337085633593,1.11525099421e-34
Petroleo. Gas e Biocombustiveis,media,dpQtCom,-0.582553716981,0.0
Petroleo. Gas e Biocombustiveis,media,vQtCom,-0.582553758137,0.0
Petroleo. Gas e Biocombustiveis,media,sQtCom,-0.171132927847,0.0
Petroleo. Gas e Biocombustiveis,media,mQtTw,-0.579326039797,0.0
Petroleo. Gas e Biocombustiveis,media,meQtTw,-0.344952488655,0.0
Petroleo. Gas e Biocombustiveis,media,dpQtTw,-0.780270766491,0.0
Petroleo. Gas e Biocombustiveis,media,vQtTw,-0.780269008882,0.0
Petroleo. Gas e Biocombustiveis,media,sQtTw,-0.564615407758,0.0
Petroleo. Gas e Biocombustiveis,media,mQtFb,-0.529923439684,0.0
Petroleo. Gas e Biocombustiveis,media,meQtFb,-0.307647362138,0.0
Petroleo. Gas e Biocombustiveis,media,dpQtFb,-0.7780540214,0.0
Petroleo. Gas e Biocombustiveis,media,vQtFb,-0.778061342496,0.0
Petroleo. Gas e Biocombustiveis,media,sQtFb,-0.513575840864,0.0
Petroleo. Gas e Biocombustiveis,media,mQtLk,-0.305723238207,0.0
Petroleo. Gas e Biocombustiveis,media,meQtLk,-0.0821306235262,8.54222420555e-197
Petroleo. Gas e Biocombustiveis,media,dpQtLk,-0.63917693561,0.0
Petroleo. Gas e Biocombustiveis,media,vQtLk,-0.639177307261,0.0
Petroleo. Gas e Biocombustiveis,media,sQtLk,-0.304981345335,0.0
Petroleo. Gas e Biocombustiveis,media,mQtGp,-0.0448103136155,6.17993919656e-60
Petroleo. Gas e Biocombustiveis,media,meQtGp,-0.012123086108,9.98150400689e-06
Petroleo. Gas e Biocombustiveis,media,dpQtGp,-0.520985149843,0.0
Petroleo. Gas e Biocombustiveis,media,vQtGp,-0.52098515016,0.0
Petroleo. Gas e Biocombustiveis,media,sQtGp,-0.044807055475,6.30136288259e-60
Petroleo. Gas e Biocombustiveis,media,mPol,-0.575658975259,0.0
Petroleo. Gas e Biocombustiveis,media,mePol,-0.439627401651,0.0
Petroleo. Gas e Biocombustiveis,media,dpPol,-0.774214120071,0.0
Petroleo. Gas e Biocombustiveis,media,vPol,-0.774465904206,0.0
Petroleo. Gas e Biocombustiveis,media,sPol,-0.535157808069,0.0
Petroleo. Gas e Biocombustiveis,negocios,qt,-0.689751626042,0.0
Petroleo. Gas e Biocombustiveis,negocios,mQtCom,-0.362986597276,0.0
Petroleo. Gas e Biocombustiveis,negocios,meQtCom,-0.330960654345,0.0
Petroleo. Gas e Biocombustiveis,negocios,dpQtCom,-0.732267178655,0.0
Petroleo. Gas e Biocombustiveis,negocios,vQtCom,-0.732267198181,0.0
Petroleo. Gas e Biocombustiveis,negocios,sQtCom,-0.36292461783,0.0
Petroleo. Gas e Biocombustiveis,negocios,mQtTw,-0.446302021595,0.0
Petroleo. Gas e Biocombustiveis,negocios,meQtTw,-0.339413300126,0.0
Petroleo. Gas e Biocombustiveis,negocios,dpQtTw,-0.799484187904,0.0
Petroleo. Gas e Biocombustiveis,negocios,vQtTw,-0.799484180809,0.0
Petroleo. Gas e Biocombustiveis,negocios,sQtTw,-0.446438632772,0.0
Petroleo. Gas e Biocombustiveis,negocios,mQtFb,-0.421415232972,0.0
Petroleo. Gas e Biocombustiveis,negocios,meQtFb,-0.328700451282,0.0
Petroleo. Gas e Biocombustiveis,negocios,dpQtFb,-0.786430606101,0.0
Petroleo. Gas e Biocombustiveis,negocios,vQtFb,-0.786430582706,0.0
Petroleo. Gas e Biocombustiveis,negocios,sQtFb,-0.420949689721,0.0
Petroleo. Gas e Biocombustiveis,negocios,mQtLk,-0.362436729237,0.0
Petroleo. Gas e Biocombustiveis,negocios,meQtLk,-0.325747935178,0.0
Petroleo. Gas e Biocombustiveis,negocios,dpQtLk,-0.740948023535,0.0
Petroleo. Gas e Biocombustiveis,negocios,vQtLk,-0.740948050786,0.0
Petroleo. Gas e Biocombustiveis,negocios,sQtLk,-0.362588093283,0.0
Petroleo. Gas e Biocombustiveis,negocios,mQtGp,-0.32888226394,0.0
Petroleo. Gas e Biocombustiveis,negocios,meQtGp,-0.327772722313,0.0
Petroleo. Gas e Biocombustiveis,negocios,dpQtGp,-0.711832457865,0.0
Petroleo. Gas e Biocombustiveis,negocios,vQtGp,-0.711832458077,0.0
Petroleo. Gas e Biocombustiveis,negocios,sQtGp,-0.328892385382,0.0
Petroleo. Gas e Biocombustiveis,negocios,mPol,-0.736558540405,0.0
Petroleo. Gas e Biocombustiveis,negocios,mePol,-0.703291271923,0.0
Petroleo. Gas e Biocombustiveis,negocios,dpPol,-0.859877756938,0.0
Petroleo. Gas e Biocombustiveis,negocios,vPol,-0.859944299285,0.0
Petroleo. Gas e Biocombustiveis,negocios,sPol,-0.724297623611,0.0
Petroleo. Gas e Biocombustiveis,quantidade_papeis,qt,-0.598566036683,0.0
Petroleo. Gas e Biocombustiveis,quantidade_papeis,mQtCom,-0.436500175991,0.0
Petroleo. Gas e Biocombustiveis,quantidade_papeis,meQtCom,-0.386740505386,0.0
Petroleo. Gas e Biocombustiveis,quantidade_papeis,dpQtCom,-0.814336832732,0.0
Petroleo. Gas e Biocombustiveis,quantidade_papeis,vQtCom,-0.814336832732,0.0
Petroleo. Gas e Biocombustiveis,quantidade_papeis,sQtCom,-0.435825253895,0.0
Petroleo. Gas e Biocombustiveis,quantidade_papeis,mQtTw,-0.535956632722,0.0
Petroleo. Gas e Biocombustiveis,quantidade_papeis,meQtTw,-0.421291249091,0.0
Petroleo. Gas e Biocombustiveis,quantidade_papeis,dpQtTw,-0.881673448813,0.0
Petroleo. Gas e Biocombustiveis,quantidade_papeis,vQtTw,-0.881674591814,0.0
Petroleo. Gas e Biocombustiveis,quantidade_papeis,sQtTw,-0.54321953272,0.0
Petroleo. Gas e Biocombustiveis,quantidade_papeis,mQtFb,-0.526327553248,0.0
Petroleo. Gas e Biocombustiveis,quantidade_papeis,meQtFb,-0.409190889427,0.0
Petroleo. Gas e Biocombustiveis,quantidade_papeis,dpQtFb,-0.872959277632,0.0
Petroleo. Gas e Biocombustiveis,quantidade_papeis,vQtFb,-0.872960690886,0.0
Petroleo. Gas e Biocombustiveis,quantidade_papeis,sQtFb,-0.526432489004,0.0
Petroleo. Gas e Biocombustiveis,quantidade_papeis,mQtLk,-0.446340924678,0.0
Petroleo. Gas e Biocombustiveis,quantidade_papeis,meQtLk,-0.383008169043,0.0
Petroleo. Gas e Biocombustiveis,quantidade_papeis,dpQtLk,-0.822019860299,0.0
Petroleo. Gas e Biocombustiveis,quantidade_papeis,vQtLk,-0.822020056195,0.0
Petroleo. Gas e Biocombustiveis,quantidade_papeis,sQtLk,-0.445528176544,0.0
Petroleo. Gas e Biocombustiveis,quantidade_papeis,mQtGp,-0.38321291133,0.0
Petroleo. Gas e Biocombustiveis,quantidade_papeis,meQtGp,-0.378250359322,0.0
Petroleo. Gas e Biocombustiveis,quantidade_papeis,dpQtGp,-0.78022620643,0.0
Petroleo. Gas e Biocombustiveis,quantidade_papeis,vQtGp,-0.780226206884,0.0
Petroleo. Gas e Biocombustiveis,quantidade_papeis,sQtGp,-0.383253907718,0.0
Petroleo. Gas e Biocombustiveis,quantidade_papeis,mPol,-0.637629720519,0.0
Petroleo. Gas e Biocombustiveis,quantidade_papeis,mePol,-0.586508270533,0.0
Petroleo. Gas e Biocombustiveis,quantidade_papeis,dpPol,-0.928991829,0.0
Petroleo. Gas e Biocombustiveis,quantidade_papeis,vPol,-0.928997290456,0.0
Petroleo. Gas e Biocombustiveis,quantidade_papeis,sPol,-0.625690531677,0.0
Petroleo. Gas e Biocombustiveis,volume_financeiro,qt,-0.557938835605,0.0
Petroleo. Gas e Biocombustiveis,volume_financeiro,mQtCom,-0.239512786123,0.0
Petroleo. Gas e Biocombustiveis,volume_financeiro,meQtCom,-0.143583493542,0.0
Petroleo. Gas e Biocombustiveis,volume_financeiro,dpQtCom,-0.862851693916,0.0
Petroleo. Gas e Biocombustiveis,volume_financeiro,vQtCom,-0.86285168682,0.0
Petroleo. Gas e Biocombustiveis,volume_financeiro,sQtCom,-0.238759638208,0.0
Petroleo. Gas e Biocombustiveis,volume_financeiro,mQtTw,-0.422608841738,0.0
Petroleo. Gas e Biocombustiveis,volume_financeiro,meQtTw,-0.251485717608,0.0
Petroleo. Gas e Biocombustiveis,volume_financeiro,dpQtTw,-0.91302899197,0.0
Petroleo. Gas e Biocombustiveis,volume_financeiro,vQtTw,-0.913029051324,0.0
Petroleo. Gas e Biocombustiveis,volume_financeiro,sQtTw,-0.434018430444,0.0
Petroleo. Gas e Biocombustiveis,volume_financeiro,mQtFb,-0.405700250391,0.0
Petroleo. Gas e Biocombustiveis,volume_financeiro,meQtFb,-0.223466735268,0.0
Petroleo. Gas e Biocombustiveis,volume_financeiro,dpQtFb,-0.911238040581,0.0
Petroleo. Gas e Biocombustiveis,volume_financeiro,vQtFb,-0.91123802618,0.0
Petroleo. Gas e Biocombustiveis,volume_financeiro,sQtFb,-0.39350651552,0.0
Petroleo. Gas e Biocombustiveis,volume_financeiro,mQtLk,-0.274314424892,0.0
Petroleo. Gas e Biocombustiveis,volume_financeiro,meQtLk,-0.142745975766,0.0
Petroleo. Gas e Biocombustiveis,volume_financeiro,dpQtLk,-0.884965176577,0.0
Petroleo. Gas e Biocombustiveis,volume_financeiro,vQtLk,-0.884965229928,0.0
Petroleo. Gas e Biocombustiveis,volume_financeiro,sQtLk,-0.270750846284,0.0
Petroleo. Gas e Biocombustiveis,volume_financeiro,mQtGp,-0.126103489853,0.0
Petroleo. Gas e Biocombustiveis,volume_financeiro,meQtGp,-0.105734839749,0.0
Petroleo. Gas e Biocombustiveis,volume_financeiro,dpQtGp,-0.828081269564,0.0
Petroleo. Gas e Biocombustiveis,volume_financeiro,vQtGp,-0.828081270381,0.0
Petroleo. Gas e Biocombustiveis,volume_financeiro,sQtGp,-0.126056279648,0.0
Petroleo. Gas e Biocombustiveis,volume_financeiro,mPol,-0.406084713316,0.0
Petroleo. Gas e Biocombustiveis,volume_financeiro,mePol,-0.313646292496,0.0
Petroleo. Gas e Biocombustiveis,volume_financeiro,dpPol,-0.937378342005,0.0
Petroleo. Gas e Biocombustiveis,volume_financeiro,vPol,-0.937508041254,0.0
Petroleo. Gas e Biocombustiveis,volume_financeiro,sPol,-0.446688139791,0.0
Previdencia e Seguros,media,qt,-0.396768789071,0.0
Previdencia e Seguros,media,mQtCom,-0.243709173642,0.0
Previdencia e Seguros,media,meQtCom,-0.136820257446,1.1375233609e-132
Previdencia e Seguros,media,dpQtCom,-0.886707733955,0.0
Previdencia e Seguros,media,vQtCom,-0.88670772178,0.0
Previdencia e Seguros,media,sQtCom,-0.244949909075,0.0
Previdencia e Seguros,media,mQtTw,-0.362287610172,0.0
Previdencia e Seguros,media,meQtTw,-0.323627850693,0.0
Previdencia e Seguros,media,dpQtTw,-0.943314702386,0.0
Previdencia e Seguros,media,vQtTw,-0.943314496011,0.0
Previdencia e Seguros,media,sQtTw,-0.386822974702,0.0
Previdencia e Seguros,media,mQtFb,-0.531654182951,0.0
Previdencia e Seguros,media,meQtFb,-0.343859940624,0.0
Previdencia e Seguros,media,dpQtFb,-0.947093350762,0.0
Previdencia e Seguros,media,vQtFb,-0.947093214797,0.0
Previdencia e Seguros,media,sQtFb,-0.398279362695,0.0
Previdencia e Seguros,media,mQtLk,-0.305664112902,0.0
Previdencia e Seguros,media,meQtLk,-0.206740149394,2.96974454629e-300
Previdencia e Seguros,media,dpQtLk,-0.91549258648,0.0
Previdencia e Seguros,media,vQtLk,-0.91549255319,0.0
Previdencia e Seguros,media,sQtLk,-0.30443387437,0.0
Previdencia e Seguros,media,mQtGp,-0.154526756738,1.12890189233e-168
Previdencia e Seguros,media,meQtGp,-0.106711225975,1.83116131492e-81
Previdencia e Seguros,media,dpQtGp,-0.872050694384,0.0
Previdencia e Seguros,media,vQtGp,-0.872050773753,0.0
Previdencia e Seguros,media,sQtGp,-0.154021323107,1.38317160396e-167
Previdencia e Seguros,media,mPol,-0.452067770322,0.0
Previdencia e Seguros,media,mePol,-0.281408438959,0.0
Previdencia e Seguros,media,dpPol,-0.931169271533,0.0
Previdencia e Seguros,media,vPol,-0.931168540546,0.0
Previdencia e Seguros,media,sPol,-0.375949122407,0.0
Previdencia e Seguros,negocios,qt,-0.6206153762,0.0
Previdencia e Seguros,negocios,mQtCom,-0.425984109872,0.0
Previdencia e Seguros,negocios,meQtCom,-0.32457646973,0.0
Previdencia e Seguros,negocios,dpQtCom,-0.858060211766,0.0
Previdencia e Seguros,negocios,vQtCom,-0.858060169358,0.0
Previdencia e Seguros,negocios,sQtCom,-0.425652631861,0.0
Previdencia e Seguros,negocios,mQtTw,-0.735844135494,0.0
Previdencia e Seguros,negocios,meQtTw,-0.689736551791,0.0
Previdencia e Seguros,negocios,dpQtTw,-0.932722618071,0.0
Previdencia e Seguros,negocios,vQtTw,-0.932722465494,0.0
Previdencia e Seguros,negocios,sQtTw,-0.717771662613,0.0
Previdencia e Seguros,negocios,mQtFb,-0.73476827509,0.0
Previdencia e Seguros,negocios,meQtFb,-0.697267127395,0.0
Previdencia e Seguros,negocios,dpQtFb,-0.933485043023,0.0
Previdencia e Seguros,negocios,vQtFb,-0.933484877201,0.0
Previdencia e Seguros,negocios,sQtFb,-0.723385441158,0.0
Previdencia e Seguros,negocios,mQtLk,-0.560483924527,0.0
Previdencia e Seguros,negocios,meQtLk,-0.380381178312,0.0
Previdencia e Seguros,negocios,dpQtLk,-0.893565721895,0.0
Previdencia e Seguros,negocios,vQtLk,-0.893565732785,0.0
Previdencia e Seguros,negocios,sQtLk,-0.556217370194,0.0
Previdencia e Seguros,negocios,mQtGp,-0.353087309085,0.0
Previdencia e Seguros,negocios,meQtGp,-0.302712045848,0.0
Previdencia e Seguros,negocios,dpQtGp,-0.834890113628,0.0
Previdencia e Seguros,negocios,vQtGp,-0.834889786368,0.0
Previdencia e Seguros,negocios,sQtGp,-0.353090724781,0.0
Previdencia e Seguros,negocios,mPol,-0.684871240918,0.0
Previdencia e Seguros,negocios,mePol,-0.613507650604,0.0
Previdencia e Seguros,negocios,dpPol,-0.918484775689,0.0
Previdencia e Seguros,negocios,vPol,-0.918484972049,0.0
Previdencia e Seguros,negocios,sPol,-0.666719186608,0.0
Previdencia e Seguros,quantidade_papeis,qt,-0.592726057972,0.0
Previdencia e Seguros,quantidade_papeis,mQtCom,-0.430409288143,0.0
Previdencia e Seguros,quantidade_papeis,meQtCom,-0.34824022517,0.0
Previdencia e Seguros,quantidade_papeis,dpQtCom,-0.803968901201,0.0
Previdencia e Seguros,quantidade_papeis,vQtCom,-0.803968901201,0.0
Previdencia e Seguros,quantidade_papeis,sQtCom,-0.431661641433,0.0
Previdencia e Seguros,quantidade_papeis,mQtTw,-0.675182932431,0.0
Previdencia e Seguros,quantidade_papeis,meQtTw,-0.647996358013,0.0
Previdencia e Seguros,quantidade_papeis,dpQtTw,-0.914224409154,0.0
Previdencia e Seguros,quantidade_papeis,vQtTw,-0.914224390071,0.0
Previdencia e Seguros,quantidade_papeis,sQtTw,-0.692605283723,0.0
Previdencia e Seguros,quantidade_papeis,mQtFb,-0.717760638842,0.0
Previdencia e Seguros,quantidade_papeis,meQtFb,-0.651536884955,0.0
Previdencia e Seguros,quantidade_papeis,dpQtFb,-0.920767556148,0.0
Previdencia e Seguros,quantidade_papeis,vQtFb,-0.920767445222,0.0
Previdencia e Seguros,quantidade_papeis,sQtFb,-0.694059112582,0.0
Previdencia e Seguros,quantidade_papeis,mQtLk,-0.535651099019,0.0
Previdencia e Seguros,quantidade_papeis,meQtLk,-0.394207974789,0.0
Previdencia e Seguros,quantidade_papeis,dpQtLk,-0.852440612733,0.0
Previdencia e Seguros,quantidade_papeis,vQtLk,-0.852440608526,0.0
