DiadaSemana,Mes,Dia,Ano,Jornal,Quantidade
Wed,JAN,16,2008,FOLHASP,54
Wed,JAN,16,2008,ESTADAO,56
Thu,JAN,17,2008,G1,0
Thu,JAN,17,2008,FOLHASP,53
Thu,JAN,17,2008,ESTADAO,67
Fri,JAN,18,2008,G1,0
Fri,JAN,18,2008,FOLHASP,46
Fri,JAN,18,2008,ESTADAO,53
Sat,JAN,19,2008,G1,0
Sat,JAN,19,2008,FOLHASP,2
Sat,JAN,19,2008,ESTADAO,25
Sun,JAN,20,2008,G1,0
Sun,JAN,20,2008,FOLHASP,4
Sun,JAN,20,2008,ESTADAO,8
Mon,JAN,21,2008,G1,0
Mon,JAN,21,2008,FOLHASP,48
Mon,JAN,21,2008,ESTADAO,58
Tue,JAN,22,2008,G1,0
Tue,JAN,22,2008,FOLHASP,58
Tue,JAN,22,2008,ESTADAO,74
Wed,JAN,23,2008,G1,0
Wed,JAN,23,2008,FOLHASP,53
Wed,JAN,23,2008,ESTADAO,78
Thu,JAN,24,2008,G1,0
Thu,JAN,24,2008,FOLHASP,53
Thu,JAN,24,2008,ESTADAO,69
Fri,JAN,25,2008,G1,0
Fri,JAN,25,2008,FOLHASP,27
Fri,JAN,25,2008,ESTADAO,41
Sat,JAN,26,2008,G1,0
Sat,JAN,26,2008,FOLHASP,4
Sat,JAN,26,2008,ESTADAO,36
Sun,JAN,27,2008,G1,0
Sun,JAN,27,2008,FOLHASP,5
Sun,JAN,27,2008,ESTADAO,7
Mon,JAN,28,2008,G1,0
Mon,JAN,28,2008,FOLHASP,50
Mon,JAN,28,2008,ESTADAO,40
Tue,JAN,29,2008,G1,0
Tue,JAN,29,2008,FOLHASP,54
Tue,JAN,29,2008,ESTADAO,38
Wed,JAN,30,2008,G1,0
Wed,JAN,30,2008,FOLHASP,57
Wed,JAN,30,2008,ESTADAO,25
Thu,JAN,31,2008,G1,0
Thu,JAN,31,2008,FOLHASP,61
Thu,JAN,31,2008,ESTADAO,18
Fri,FEV,1,2008,G1,0
Fri,FEV,1,2008,FOLHASP,42
Fri,FEV,1,2008,ESTADAO,12
Sat,FEV,2,2008,G1,0
Sat,FEV,2,2008,FOLHASP,7
Sat,FEV,2,2008,ESTADAO,12
Sun,FEV,3,2008,G1,0
Sun,FEV,3,2008,FOLHASP,4
Sun,FEV,3,2008,ESTADAO,7
Mon,FEV,4,2008,G1,0
Mon,FEV,4,2008,FOLHASP,19
Mon,FEV,4,2008,ESTADAO,41
Tue,FEV,5,2008,G1,0
Tue,FEV,5,2008,FOLHASP,19
Tue,FEV,5,2008,ESTADAO,15
Wed,FEV,6,2008,G1,0
Wed,FEV,6,2008,FOLHASP,37
Wed,FEV,6,2008,ESTADAO,38
Thu,FEV,7,2008,G1,0
Thu,FEV,7,2008,FOLHASP,55
Thu,FEV,7,2008,ESTADAO,52
Fri,FEV,8,2008,G1,0
Fri,FEV,8,2008,FOLHASP,41
Fri,FEV,8,2008,ESTADAO,27
Sat,FEV,9,2008,G1,0
Sat,FEV,9,2008,FOLHASP,2
Sat,FEV,9,2008,ESTADAO,7
Sun,FEV,10,2008,G1,0
Sun,FEV,10,2008,FOLHASP,5
Sun,FEV,10,2008,ESTADAO,9
Mon,FEV,11,2008,G1,0
Mon,FEV,11,2008,FOLHASP,47
Mon,FEV,11,2008,ESTADAO,43
Tue,FEV,12,2008,G1,0
Tue,FEV,12,2008,FOLHASP,46
Tue,FEV,12,2008,ESTADAO,57
Wed,FEV,13,2008,G1,0
Wed,FEV,13,2008,FOLHASP,56
Wed,FEV,13,2008,ESTADAO,69
Thu,FEV,14,2008,G1,0
Thu,FEV,14,2008,FOLHASP,55
Thu,FEV,14,2008,ESTADAO,56
Fri,FEV,15,2008,G1,0
Fri,FEV,15,2008,FOLHASP,45
Fri,FEV,15,2008,ESTADAO,31
Sat,FEV,16,2008,G1,0
Sat,FEV,16,2008,FOLHASP,5
Sat,FEV,16,2008,ESTADAO,2
Sun,FEV,17,2008,G1,0
Sun,FEV,17,2008,FOLHASP,7
Sun,FEV,17,2008,ESTADAO,6
Mon,FEV,18,2008,G1,0
Mon,FEV,18,2008,FOLHASP,40
Mon,FEV,18,2008,ESTADAO,40
Tue,FEV,19,2008,G1,0
Tue,FEV,19,2008,FOLHASP,50
Tue,FEV,19,2008,ESTADAO,43
Wed,FEV,20,2008,G1,0
Wed,FEV,20,2008,FOLHASP,52
Wed,FEV,20,2008,ESTADAO,39
Thu,FEV,21,2008,G1,0
Thu,FEV,21,2008,FOLHASP,52
Thu,FEV,21,2008,ESTADAO,45
Fri,FEV,22,2008,G1,0
Fri,FEV,22,2008,FOLHASP,42
Fri,FEV,22,2008,ESTADAO,40
Sat,FEV,23,2008,G1,0
Sat,FEV,23,2008,FOLHASP,3
Sat,FEV,23,2008,ESTADAO,9
Sun,FEV,24,2008,G1,0
Sun,FEV,24,2008,FOLHASP,3
Sun,FEV,24,2008,ESTADAO,6
Mon,FEV,25,2008,G1,0
Mon,FEV,25,2008,FOLHASP,52
Mon,FEV,25,2008,ESTADAO,31
Tue,FEV,26,2008,G1,0
Tue,FEV,26,2008,FOLHASP,48
Tue,FEV,26,2008,ESTADAO,40
Wed,FEV,27,2008,G1,0
Wed,FEV,27,2008,FOLHASP,57
Wed,FEV,27,2008,ESTADAO,52
Thu,FEV,28,2008,G1,0
Thu,FEV,28,2008,FOLHASP,61
Thu,FEV,28,2008,ESTADAO,56
Fri,FEV,29,2008,G1,0
Fri,FEV,29,2008,FOLHASP,47
Fri,FEV,29,2008,ESTADAO,48
Sat,MAR,1,2008,G1,0
Sat,MAR,1,2008,FOLHASP,5
Sat,MAR,1,2008,ESTADAO,13
Sun,MAR,2,2008,G1,0
Sun,MAR,2,2008,FOLHASP,2
Sun,MAR,2,2008,ESTADAO,2
Mon,MAR,3,2008,G1,0
Mon,MAR,3,2008,FOLHASP,58
Mon,MAR,3,2008,ESTADAO,54
Tue,MAR,4,2008,G1,0
Tue,MAR,4,2008,FOLHASP,43
Tue,MAR,4,2008,ESTADAO,37
Wed,MAR,5,2008,G1,0
Wed,MAR,5,2008,FOLHASP,57
Wed,MAR,5,2008,ESTADAO,54
Thu,MAR,6,2008,G1,0
Thu,MAR,6,2008,FOLHASP,53
Thu,MAR,6,2008,ESTADAO,36
Fri,MAR,7,2008,G1,0
Fri,MAR,7,2008,FOLHASP,49
Fri,MAR,7,2008,ESTADAO,43
Sat,MAR,8,2008,G1,0
Sat,MAR,8,2008,FOLHASP,5
Sat,MAR,8,2008,ESTADAO,2
Sun,MAR,9,2008,G1,0
Sun,MAR,9,2008,FOLHASP,4
Sun,MAR,9,2008,ESTADAO,13
Mon,MAR,10,2008,G1,0
Mon,MAR,10,2008,FOLHASP,56
Mon,MAR,10,2008,ESTADAO,34
Tue,MAR,11,2008,G1,0
Tue,MAR,11,2008,FOLHASP,51
Tue,MAR,11,2008,ESTADAO,44
Wed,MAR,12,2008,G1,0
Wed,MAR,12,2008,FOLHASP,64
Wed,MAR,12,2008,ESTADAO,75
Thu,MAR,13,2008,G1,0
Thu,MAR,13,2008,FOLHASP,63
Thu,MAR,13,2008,ESTADAO,78
Fri,MAR,14,2008,G1,0
Fri,MAR,14,2008,FOLHASP,49
Fri,MAR,14,2008,ESTADAO,26
Sat,MAR,15,2008,G1,0
Sat,MAR,15,2008,FOLHASP,5
Sat,MAR,15,2008,ESTADAO,13
Sun,MAR,16,2008,G1,0
Sun,MAR,16,2008,FOLHASP,9
Sun,MAR,16,2008,ESTADAO,24
Mon,MAR,17,2008,G1,0
Mon,MAR,17,2008,FOLHASP,59
Mon,MAR,17,2008,ESTADAO,55
Tue,MAR,18,2008,G1,0
Tue,MAR,18,2008,FOLHASP,57
Tue,MAR,18,2008,ESTADAO,56
Wed,MAR,19,2008,G1,0
Wed,MAR,19,2008,FOLHASP,55
Wed,MAR,19,2008,ESTADAO,47
Thu,MAR,20,2008,G1,0
Thu,MAR,20,2008,FOLHASP,44
Thu,MAR,20,2008,ESTADAO,52
Fri,MAR,21,2008,G1,0
Fri,MAR,21,2008,FOLHASP,14
Fri,MAR,21,2008,ESTADAO,4
Sat,MAR,22,2008,G1,0
Sat,MAR,22,2008,FOLHASP,6
Sat,MAR,22,2008,ESTADAO,10
Sun,MAR,23,2008,G1,0
Sun,MAR,23,2008,FOLHASP,5
Sun,MAR,23,2008,ESTADAO,4
Mon,MAR,24,2008,G1,0
Mon,MAR,24,2008,FOLHASP,49
Mon,MAR,24,2008,ESTADAO,57
Tue,MAR,25,2008,G1,0
Tue,MAR,25,2008,FOLHASP,48
Tue,MAR,25,2008,ESTADAO,48
Wed,MAR,26,2008,G1,0
Wed,MAR,26,2008,FOLHASP,60
Wed,MAR,26,2008,ESTADAO,53
Thu,MAR,27,2008,G1,0
Thu,MAR,27,2008,FOLHASP,48
Thu,MAR,27,2008,ESTADAO,58
Fri,MAR,28,2008,G1,0
Fri,MAR,28,2008,FOLHASP,39
Fri,MAR,28,2008,ESTADAO,53
Sat,MAR,29,2008,G1,0
Sat,MAR,29,2008,FOLHASP,1
Sat,MAR,29,2008,ESTADAO,3
Sun,MAR,30,2008,G1,0
Sun,MAR,30,2008,FOLHASP,3
Sun,MAR,30,2008,ESTADAO,1
Mon,MAR,31,2008,G1,0
Mon,MAR,31,2008,FOLHASP,53
Mon,MAR,31,2008,ESTADAO,54
Tue,ABR,1,2008,G1,0
Tue,ABR,1,2008,FOLHASP,56
Tue,ABR,1,2008,ESTADAO,45
Wed,ABR,2,2008,G1,0
Wed,ABR,2,2008,FOLHASP,49
Wed,ABR,2,2008,ESTADAO,72
Thu,ABR,3,2008,G1,0
Thu,ABR,3,2008,FOLHASP,50
Thu,ABR,3,2008,ESTADAO,64
Fri,ABR,4,2008,G1,0
Fri,ABR,4,2008,FOLHASP,48
Fri,ABR,4,2008,ESTADAO,45
Sat,ABR,5,2008,G1,0
Sat,ABR,5,2008,FOLHASP,4
Sat,ABR,5,2008,ESTADAO,6
Sun,ABR,6,2008,G1,0
Sun,ABR,6,2008,FOLHASP,6
Sun,ABR,6,2008,ESTADAO,13
Mon,ABR,7,2008,G1,0
Mon,ABR,7,2008,FOLHASP,56
Mon,ABR,7,2008,ESTADAO,47
Tue,ABR,8,2008,G1,0
Tue,ABR,8,2008,FOLHASP,52
Tue,ABR,8,2008,ESTADAO,42
Wed,ABR,9,2008,G1,0
Wed,ABR,9,2008,FOLHASP,61
Wed,ABR,9,2008,ESTADAO,98
Thu,ABR,10,2008,G1,0
Thu,ABR,10,2008,FOLHASP,57
Thu,ABR,10,2008,ESTADAO,74
Fri,ABR,11,2008,G1,0
Fri,ABR,11,2008,FOLHASP,42
Fri,ABR,11,2008,ESTADAO,64
Sat,ABR,12,2008,G1,0
Sat,ABR,12,2008,FOLHASP,4
Sat,ABR,12,2008,ESTADAO,23
Sun,ABR,13,2008,G1,0
Sun,ABR,13,2008,FOLHASP,6
Sun,ABR,13,2008,ESTADAO,16
Mon,ABR,14,2008,G1,0
Mon,ABR,14,2008,FOLHASP,56
Mon,ABR,14,2008,ESTADAO,47
Tue,ABR,15,2008,G1,0
Tue,ABR,15,2008,FOLHASP,56
Tue,ABR,15,2008,ESTADAO,62
Wed,ABR,16,2008,G1,0
Wed,ABR,16,2008,FOLHASP,63
Wed,ABR,16,2008,ESTADAO,74
Thu,ABR,17,2008,G1,0
Thu,ABR,17,2008,FOLHASP,57
Thu,ABR,17,2008,ESTADAO,63
Fri,ABR,18,2008,G1,0
Fri,ABR,18,2008,FOLHASP,46
Fri,ABR,18,2008,ESTADAO,46
Sat,ABR,19,2008,G1,0
Sat,ABR,19,2008,FOLHASP,1
Sat,ABR,19,2008,ESTADAO,3
Sun,ABR,20,2008,G1,0
Sun,ABR,20,2008,FOLHASP,4
Sun,ABR,20,2008,ESTADAO,12
Mon,ABR,21,2008,G1,0
Mon,ABR,21,2008,FOLHASP,24
Mon,ABR,21,2008,ESTADAO,35
Tue,ABR,22,2008,G1,0
Tue,ABR,22,2008,FOLHASP,55
Tue,ABR,22,2008,ESTADAO,63
Wed,ABR,23,2008,G1,0
Wed,ABR,23,2008,FOLHASP,58
Wed,ABR,23,2008,ESTADAO,38
Thu,ABR,24,2008,G1,0
Thu,ABR,24,2008,FOLHASP,67
Thu,ABR,24,2008,ESTADAO,55
Fri,ABR,25,2008,G1,0
Fri,ABR,25,2008,FOLHASP,62
Fri,ABR,25,2008,ESTADAO,46
Sat,ABR,26,2008,G1,0
Sat,ABR,26,2008,FOLHASP,9
Sat,ABR,26,2008,ESTADAO,11
Sun,ABR,27,2008,G1,0
Sun,ABR,27,2008,FOLHASP,7
Sun,ABR,27,2008,ESTADAO,11
Mon,ABR,28,2008,G1,0
Mon,ABR,28,2008,FOLHASP,63
Mon,ABR,28,2008,ESTADAO,48
Tue,ABR,29,2008,G1,0
Tue,ABR,29,2008,FOLHASP,78
Tue,ABR,29,2008,ESTADAO,46
Wed,ABR,30,2008,G1,0
Wed,ABR,30,2008,FOLHASP,84
Wed,ABR,30,2008,ESTADAO,108
Thu,MAI,1,2008,G1,0
Thu,MAI,1,2008,FOLHASP,26
Thu,MAI,1,2008,ESTADAO,20
Fri,MAI,2,2008,G1,0
Fri,MAI,2,2008,FOLHASP,40
Fri,MAI,2,2008,ESTADAO,38
Sat,MAI,3,2008,G1,0
Sat,MAI,3,2008,FOLHASP,10
Sat,MAI,3,2008,ESTADAO,25
Sun,MAI,4,2008,G1,0
Sun,MAI,4,2008,FOLHASP,3
Sun,MAI,4,2008,ESTADAO,8
Mon,MAI,5,2008,G1,0
Mon,MAI,5,2008,FOLHASP,52
Mon,MAI,5,2008,ESTADAO,42
Tue,MAI,6,2008,G1,0
Tue,MAI,6,2008,FOLHASP,63
Tue,MAI,6,2008,ESTADAO,50
Wed,MAI,7,2008,G1,0
Wed,MAI,7,2008,FOLHASP,55
Wed,MAI,7,2008,ESTADAO,45
Thu,MAI,8,2008,G1,0
Thu,MAI,8,2008,FOLHASP,60
Thu,MAI,8,2008,ESTADAO,52
Fri,MAI,9,2008,G1,0
Fri,MAI,9,2008,FOLHASP,46
Fri,MAI,9,2008,ESTADAO,30
Sat,MAI,10,2008,G1,0
Sat,MAI,10,2008,FOLHASP,4
Sat,MAI,10,2008,ESTADAO,7
Sun,MAI,11,2008,G1,0
Sun,MAI,11,2008,FOLHASP,4
Sun,MAI,11,2008,ESTADAO,11
Mon,MAI,12,2008,G1,0
Mon,MAI,12,2008,FOLHASP,62
Mon,MAI,12,2008,ESTADAO,56
Tue,MAI,13,2008,G1,0
Tue,MAI,13,2008,FOLHASP,57
Tue,MAI,13,2008,ESTADAO,44
Wed,MAI,14,2008,G1,0
Wed,MAI,14,2008,FOLHASP,63
Wed,MAI,14,2008,ESTADAO,34
Thu,MAI,15,2008,G1,0
Thu,MAI,15,2008,FOLHASP,61
Thu,MAI,15,2008,ESTADAO,45
Fri,MAI,16,2008,G1,0
Fri,MAI,16,2008,FOLHASP,50
Fri,MAI,16,2008,ESTADAO,26
Sat,MAI,17,2008,G1,0
Sat,MAI,17,2008,FOLHASP,6
Sat,MAI,17,2008,ESTADAO,12
Sun,MAI,18,2008,G1,0
Sun,MAI,18,2008,FOLHASP,7
Sun,MAI,18,2008,ESTADAO,2
Mon,MAI,19,2008,G1,0
Mon,MAI,19,2008,FOLHASP,53
Mon,MAI,19,2008,ESTADAO,45
Tue,MAI,20,2008,G1,0
Tue,MAI,20,2008,FOLHASP,51
Tue,MAI,20,2008,ESTADAO,34
Wed,MAI,21,2008,G1,0
Wed,MAI,21,2008,FOLHASP,46
Wed,MAI,21,2008,ESTADAO,44
Thu,MAI,22,2008,G1,0
Thu,MAI,22,2008,FOLHASP,21
Thu,MAI,22,2008,ESTADAO,11
Fri,MAI,23,2008,G1,0
Fri,MAI,23,2008,FOLHASP,31
Fri,MAI,23,2008,ESTADAO,18
Sat,MAI,24,2008,G1,0
Sat,MAI,24,2008,FOLHASP,7
Sat,MAI,24,2008,ESTADAO,4
Sun,MAI,25,2008,G1,0
Sun,MAI,25,2008,FOLHASP,9
Sun,MAI,25,2008,ESTADAO,3
Mon,MAI,26,2008,G1,0
Mon,MAI,26,2008,FOLHASP,46
Mon,MAI,26,2008,ESTADAO,38
Tue,MAI,27,2008,G1,0
Tue,MAI,27,2008,FOLHASP,60
Tue,MAI,27,2008,ESTADAO,55
Wed,MAI,28,2008,G1,0
Wed,MAI,28,2008,FOLHASP,58
Wed,MAI,28,2008,ESTADAO,59
Thu,MAI,29,2008,G1,0
Thu,MAI,29,2008,FOLHASP,57
Thu,MAI,29,2008,ESTADAO,23
Fri,MAI,30,2008,G1,0
Fri,MAI,30,2008,FOLHASP,44
Fri,MAI,30,2008,ESTADAO,56
Sat,MAI,31,2008,G1,0
Sat,MAI,31,2008,FOLHASP,8
Sat,MAI,31,2008,ESTADAO,28
Sun,JUN,1,2008,G1,0
Sun,JUN,1,2008,FOLHASP,4
Sun,JUN,1,2008,ESTADAO,6
Mon,JUN,2,2008,G1,0
Mon,JUN,2,2008,FOLHASP,56
Mon,JUN,2,2008,ESTADAO,35
Tue,JUN,3,2008,G1,0
Tue,JUN,3,2008,FOLHASP,55
Tue,JUN,3,2008,ESTADAO,41
Wed,JUN,4,2008,G1,0
Wed,JUN,4,2008,FOLHASP,71
Wed,JUN,4,2008,ESTADAO,69
Thu,JUN,5,2008,G1,0
Thu,JUN,5,2008,FOLHASP,63
Thu,JUN,5,2008,ESTADAO,83
Fri,JUN,6,2008,G1,0
Fri,JUN,6,2008,FOLHASP,40
Fri,JUN,6,2008,ESTADAO,19
Sat,JUN,7,2008,G1,0
Sat,JUN,7,2008,FOLHASP,7
Sat,JUN,7,2008,ESTADAO,12
Sun,JUN,8,2008,G1,0
Sun,JUN,8,2008,FOLHASP,5
Sun,JUN,8,2008,ESTADAO,5
Mon,JUN,9,2008,G1,0
Mon,JUN,9,2008,FOLHASP,58
Mon,JUN,9,2008,ESTADAO,42
Tue,JUN,10,2008,G1,0
Tue,JUN,10,2008,FOLHASP,64
Tue,JUN,10,2008,ESTADAO,48
Wed,JUN,11,2008,G1,0
Wed,JUN,11,2008,FOLHASP,67
Wed,JUN,11,2008,ESTADAO,39
Thu,JUN,12,2008,G1,0
Thu,JUN,12,2008,FOLHASP,60
Thu,JUN,12,2008,ESTADAO,37
Fri,JUN,13,2008,G1,0
Fri,JUN,13,2008,FOLHASP,49
Fri,JUN,13,2008,ESTADAO,23
Sat,JUN,14,2008,G1,0
Sat,JUN,14,2008,FOLHASP,4
Sat,JUN,14,2008,ESTADAO,8
Sun,JUN,15,2008,G1,0
Sun,JUN,15,2008,FOLHASP,2
Sun,JUN,15,2008,ESTADAO,4
Mon,JUN,16,2008,G1,0
Mon,JUN,16,2008,FOLHASP,51
Mon,JUN,16,2008,ESTADAO,51
Tue,JUN,17,2008,G1,0
Tue,JUN,17,2008,FOLHASP,65
Tue,JUN,17,2008,ESTADAO,36
Wed,JUN,18,2008,G1,0
Wed,JUN,18,2008,FOLHASP,49
Wed,JUN,18,2008,ESTADAO,29
Thu,JUN,19,2008,G1,0
Thu,JUN,19,2008,FOLHASP,60
Thu,JUN,19,2008,ESTADAO,53
Fri,JUN,20,2008,G1,0
Fri,JUN,20,2008,FOLHASP,55
Fri,JUN,20,2008,ESTADAO,14
Sat,JUN,21,2008,G1,0
Sat,JUN,21,2008,FOLHASP,7
Sat,JUN,21,2008,ESTADAO,3
Sun,JUN,22,2008,G1,0
Sun,JUN,22,2008,FOLHASP,5
Sun,JUN,22,2008,ESTADAO,5
Mon,JUN,23,2008,G1,0
Mon,JUN,23,2008,FOLHASP,48
Mon,JUN,23,2008,ESTADAO,44
Tue,JUN,24,2008,G1,0
Tue,JUN,24,2008,FOLHASP,58
Tue,JUN,24,2008,ESTADAO,56
Wed,JUN,25,2008,G1,0
Wed,JUN,25,2008,FOLHASP,52
Wed,JUN,25,2008,ESTADAO,58
Thu,JUN,26,2008,G1,0
Thu,JUN,26,2008,FOLHASP,55
Thu,JUN,26,2008,ESTADAO,29
Fri,JUN,27,2008,G1,0
Fri,JUN,27,2008,FOLHASP,54
Fri,JUN,27,2008,ESTADAO,51
Sat,JUN,28,2008,G1,0
Sat,JUN,28,2008,FOLHASP,5
Sat,JUN,28,2008,ESTADAO,5
Sun,JUN,29,2008,G1,0
Sun,JUN,29,2008,FOLHASP,4
Sun,JUN,29,2008,ESTADAO,4
Mon,JUN,30,2008,G1,0
Mon,JUN,30,2008,FOLHASP,55
Mon,JUN,30,2008,ESTADAO,37
Tue,JUL,1,2008,G1,0
Tue,JUL,1,2008,FOLHASP,65
Tue,JUL,1,2008,ESTADAO,35
Wed,JUL,2,2008,G1,0
Wed,JUL,2,2008,FOLHASP,70
Wed,JUL,2,2008,ESTADAO,42
Thu,JUL,3,2008,G1,0
Thu,JUL,3,2008,FOLHASP,65
Thu,JUL,3,2008,ESTADAO,27
Fri,JUL,4,2008,G1,0
Fri,JUL,4,2008,FOLHASP,40
Fri,JUL,4,2008,ESTADAO,19
Sat,JUL,5,2008,G1,0
Sat,JUL,5,2008,FOLHASP,1
Sat,JUL,5,2008,ESTADAO,3
Sun,JUL,6,2008,G1,0
Sun,JUL,6,2008,FOLHASP,3
Sun,JUL,6,2008,ESTADAO,2
Mon,JUL,7,2008,G1,0
Mon,JUL,7,2008,FOLHASP,58
Mon,JUL,7,2008,ESTADAO,23
Tue,JUL,8,2008,G1,0
Tue,JUL,8,2008,FOLHASP,52
Tue,JUL,8,2008,ESTADAO,28
Wed,JUL,9,2008,G1,0
Wed,JUL,9,2008,FOLHASP,42
Wed,JUL,9,2008,ESTADAO,32
Thu,JUL,10,2008,G1,0
Thu,JUL,10,2008,FOLHASP,59
Thu,JUL,10,2008,ESTADAO,41
Fri,JUL,11,2008,G1,0
Fri,JUL,11,2008,FOLHASP,42
Fri,JUL,11,2008,ESTADAO,23
Sat,JUL,12,2008,G1,0
Sat,JUL,12,2008,FOLHASP,6
Sat,JUL,12,2008,ESTADAO,11
Sun,JUL,13,2008,G1,0
Sun,JUL,13,2008,FOLHASP,8
Sun,JUL,13,2008,ESTADAO,6
Mon,JUL,14,2008,G1,0
Mon,JUL,14,2008,FOLHASP,55
Mon,JUL,14,2008,ESTADAO,11
Tue,JUL,15,2008,G1,0
Tue,JUL,15,2008,FOLHASP,58
Tue,JUL,15,2008,ESTADAO,41
Wed,JUL,16,2008,G1,0
Wed,JUL,16,2008,FOLHASP,58
Wed,JUL,16,2008,ESTADAO,29
Thu,JUL,17,2008,G1,0
Thu,JUL,17,2008,FOLHASP,62
Thu,JUL,17,2008,ESTADAO,24
Fri,JUL,18,2008,G1,0
Fri,JUL,18,2008,FOLHASP,50
Fri,JUL,18,2008,ESTADAO,22
Sat,JUL,19,2008,G1,0
Sat,JUL,19,2008,FOLHASP,7
Sat,JUL,19,2008,ESTADAO,5
Sun,JUL,20,2008,G1,0
Sun,JUL,20,2008,FOLHASP,4
Sun,JUL,20,2008,ESTADAO,3
Mon,JUL,21,2008,G1,0
Mon,JUL,21,2008,FOLHASP,52
Mon,JUL,21,2008,ESTADAO,24
Tue,JUL,22,2008,G1,0
Tue,JUL,22,2008,FOLHASP,57
Tue,JUL,22,2008,ESTADAO,18
Wed,JUL,23,2008,G1,0
Wed,JUL,23,2008,FOLHASP,69
Wed,JUL,23,2008,ESTADAO,40
Thu,JUL,24,2008,G1,0
Thu,JUL,24,2008,FOLHASP,59
Thu,JUL,24,2008,ESTADAO,29
Fri,JUL,25,2008,G1,0
Fri,JUL,25,2008,FOLHASP,48
Fri,JUL,25,2008,ESTADAO,25
Sat,JUL,26,2008,G1,0
Sat,JUL,26,2008,FOLHASP,16
Sat,JUL,26,2008,ESTADAO,8
Sun,JUL,27,2008,G1,0
Sun,JUL,27,2008,FOLHASP,7
Sun,JUL,27,2008,ESTADAO,3
Mon,JUL,28,2008,G1,0
Mon,JUL,28,2008,FOLHASP,54
Mon,JUL,28,2008,ESTADAO,35
Tue,JUL,29,2008,G1,0
Tue,JUL,29,2008,FOLHASP,66
Tue,JUL,29,2008,ESTADAO,33
Wed,JUL,30,2008,G1,0
Wed,JUL,30,2008,FOLHASP,66
Wed,JUL,30,2008,ESTADAO,36
Thu,JUL,31,2008,G1,0
Thu,JUL,31,2008,FOLHASP,61
Thu,JUL,31,2008,ESTADAO,53
Fri,AGO,1,2008,G1,0
Fri,AGO,1,2008,FOLHASP,60
Fri,AGO,1,2008,ESTADAO,23
Sat,AGO,2,2008,G1,0
Sat,AGO,2,2008,FOLHASP,5
Sat,AGO,2,2008,ESTADAO,3
Sun,AGO,3,2008,G1,0
Sun,AGO,3,2008,FOLHASP,2
Sun,AGO,3,2008,ESTADAO,4
Mon,AGO,4,2008,G1,0
Mon,AGO,4,2008,FOLHASP,49
Mon,AGO,4,2008,ESTADAO,29
Tue,AGO,5,2008,G1,0
Tue,AGO,5,2008,FOLHASP,60
Tue,AGO,5,2008,ESTADAO,36
Wed,AGO,6,2008,G1,0
Wed,AGO,6,2008,FOLHASP,56
Wed,AGO,6,2008,ESTADAO,15
Thu,AGO,7,2008,G1,0
Thu,AGO,7,2008,FOLHASP,60
Thu,AGO,7,2008,ESTADAO,25
Fri,AGO,8,2008,G1,0
Fri,AGO,8,2008,FOLHASP,41
Fri,AGO,8,2008,ESTADAO,19
Sat,AGO,9,2008,G1,0
Sat,AGO,9,2008,FOLHASP,2
Sat,AGO,9,2008,ESTADAO,2
Sun,AGO,10,2008,G1,0
Sun,AGO,10,2008,FOLHASP,2
Sun,AGO,10,2008,ESTADAO,4
Mon,AGO,11,2008,G1,0
Mon,AGO,11,2008,FOLHASP,52
Mon,AGO,11,2008,ESTADAO,19
Tue,AGO,12,2008,G1,0
Tue,AGO,12,2008,FOLHASP,69
Tue,AGO,12,2008,ESTADAO,15
Wed,AGO,13,2008,G1,0
Wed,AGO,13,2008,FOLHASP,55
Wed,AGO,13,2008,ESTADAO,30
Thu,AGO,14,2008,G1,0
Thu,AGO,14,2008,FOLHASP,62
Thu,AGO,14,2008,ESTADAO,26
Fri,AGO,15,2008,G1,0
Fri,AGO,15,2008,FOLHASP,38
Fri,AGO,15,2008,ESTADAO,20
Sat,AGO,16,2008,G1,0
Sat,AGO,16,2008,FOLHASP,4
Sat,AGO,16,2008,ESTADAO,4
Sun,AGO,17,2008,G1,0
Sun,AGO,17,2008,FOLHASP,4
Sun,AGO,17,2008,ESTADAO,5
Mon,AGO,18,2008,G1,0
Mon,AGO,18,2008,FOLHASP,51
Mon,AGO,18,2008,ESTADAO,18
Tue,AGO,19,2008,G1,0
Tue,AGO,19,2008,FOLHASP,50
Tue,AGO,19,2008,ESTADAO,38
Wed,AGO,20,2008,G1,0
Wed,AGO,20,2008,FOLHASP,56
Wed,AGO,20,2008,ESTADAO,27
Thu,AGO,21,2008,G1,0
Thu,AGO,21,2008,FOLHASP,61
Thu,AGO,21,2008,ESTADAO,27
Fri,AGO,22,2008,G1,0
Fri,AGO,22,2008,FOLHASP,46
Fri,AGO,22,2008,ESTADAO,19
Sat,AGO,23,2008,G1,0
Sat,AGO,23,2008,FOLHASP,11
Sat,AGO,23,2008,ESTADAO,4
Sun,AGO,24,2008,G1,0
Sun,AGO,24,2008,FOLHASP,7
Sun,AGO,24,2008,ESTADAO,2
Mon,AGO,25,2008,G1,0
Mon,AGO,25,2008,FOLHASP,51
Mon,AGO,25,2008,ESTADAO,21
Tue,AGO,26,2008,G1,0
Tue,AGO,26,2008,FOLHASP,57
Tue,AGO,26,2008,ESTADAO,22
Wed,AGO,27,2008,G1,0
Wed,AGO,27,2008,FOLHASP,59
Wed,AGO,27,2008,ESTADAO,33
Thu,AGO,28,2008,G1,0
